date,activity,distance in meters,duration in seconds,notes,event name,created at,updated at
2008-02-21 12:00:00 +0000,swimming,2000.0,3600.0,LUST session,,2008-03-27 22:10:15 +0000,2008-09-24 11:25:42 +0100
2008-02-22 12:00:00 +0000,running,7242.048,1950.0,Swift tempo run on heath,,2008-02-22 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-02-22 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 22:08:42 +0000,2008-09-24 11:25:42 +0100
2008-02-23 12:00:00 +0000,running,16093.44,4500.0,"Long loop round heath. Hilly, pushed quite hard. ",,2008-02-23 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-02-23 12:00:00 +0000,cycling,6437.376,1200.0,Local,,2008-03-27 22:09:08 +0000,2008-09-24 11:25:42 +0100
2008-02-24 12:00:00 +0000,cycling,160934.4,21600.0,Windsor ride with Hoi,,2008-03-27 22:06:14 +0000,2008-09-24 11:25:42 +0100
2008-02-25 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 22:02:42 +0000,2008-09-24 11:25:42 +0100
2008-02-26 12:00:00 +0000,cycling,25749.504,4800.0,Commute + local,,2008-03-27 22:03:23 +0000,2008-09-24 11:25:42 +0100
2008-02-26 12:00:00 +0000,swimming,2000.0,3600.0,LUST session,,2008-03-27 22:04:31 +0000,2008-09-24 11:25:42 +0100
2008-02-27 12:00:00 +0000,running,8046.72,1980.0,Cross country at Brunel (estimated time),,2008-02-27 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-02-27 12:00:00 +0000,cycling,77248.512,10800.0,Cycle to Brunel & back for LCL Cross country + commute,,2008-03-27 22:02:08 +0000,2008-09-24 11:25:42 +0100
2008-02-28 12:00:00 +0000,cycling,16093.44,3000.0,Commute,,2008-03-27 22:03:59 +0000,2008-09-24 11:25:42 +0100
2008-02-28 12:00:00 +0000,swimming,2000.0,3600.0,LUST session,,2008-03-27 22:04:54 +0000,2008-09-24 11:25:42 +0100
2008-02-29 12:00:00 +0000,running,8046.72,2520.0,Easy (IM pace) run on heath,,2008-02-29 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-01 12:00:00 +0000,running,9656.064,3000.0,Easy run on heath - did not feel good!,,2008-03-01 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-02 12:00:00 +0000,cycling,128747.52,18000.0,3 Hills,,2008-03-27 22:01:12 +0000,2008-09-24 11:25:42 +0100
2008-03-03 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 21:57:54 +0000,2008-09-24 11:25:42 +0100
2008-03-05 12:00:00 +0000,running,19312.128,5760.0,Serpie run (tower bridge) although was late so did it myself. Time includes stops at traffic lights etc. Pace was comfortable.,,2008-03-06 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-05 12:00:00 +0000,cycling,19312.128,3600.0,Commute,,2008-03-27 21:58:58 +0000,2008-09-24 11:25:42 +0100
2008-03-06 12:00:00 +0000,running,7242.048,2220.0,"Easy loop on heath. Feeling tired from last night's run, left hamstring tight.",,2008-03-06 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-06 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 21:59:23 +0000,2008-09-24 11:25:42 +0100
2008-03-07 12:00:00 +0000,swimming,2400.0,3600.0,LUST session,,2008-03-27 22:00:24 +0000,2008-09-24 11:25:42 +0100
2008-03-08 12:00:00 +0000,running,7242.048,2160.0,Heath loop (mildly hungover),,2008-03-08 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-10 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 21:54:33 +0000,2008-09-24 11:25:42 +0100
2008-03-11 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 21:55:18 +0000,2008-09-24 11:25:42 +0100
2008-03-11 12:00:00 +0000,swimming,2400.0,3600.0,LUST session,,2008-03-27 21:57:00 +0000,2008-09-24 11:25:42 +0100
2008-03-12 12:00:00 +0000,running,9656.064,3000.0,"Run from home to work via heath, primrose hill, regents park. Backpack on. Feeling coldy and generally not great!",,2008-03-12 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-14 12:00:00 +0000,running,8046.72,2480.0,Easy run round regent's park,,2008-03-14 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-14 12:00:00 +0000,cycling,16093.44,3000.0,Commute,,2008-03-27 21:36:18 +0000,2008-09-24 11:25:42 +0100
2008-03-15 12:00:00 +0000,cycling,8046.72,1500.0,Local,,2008-03-27 21:56:18 +0000,2008-09-24 11:25:42 +0100
2008-03-16 12:00:00 +0000,running,21082.4064,5249.0,Fleet Half Marathon: Still slightly under the weather (in both meanings of the phrase!). ,,2008-03-17 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-16 12:00:00 +0000,running,21097.0,5249.0,Fleet 1/2 marathon.,Half Marathon,2008-03-26 20:07:56 +0000,2008-09-24 11:25:42 +0100
2008-03-17 12:00:00 +0000,cycling,19312.128,3600.0,Commute,,2008-03-27 21:47:01 +0000,2008-09-24 11:25:42 +0100
2008-03-18 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 21:49:18 +0000,2008-09-24 11:25:42 +0100
2008-03-19 12:00:00 +0000,swimming,4000.0,5280.0,Easy paced long swim,,2008-03-27 21:44:27 +0000,2008-09-24 11:25:42 +0100
2008-03-19 12:00:00 +0000,cycling,16093.44,3000.0,Commute,,2008-03-27 21:49:56 +0000,2008-09-24 11:25:42 +0100
2008-03-20 12:00:00 +0000,running,7242.048,2280.0,"Heath loop. Cold, wet, windy. Lingering cold + legs still sore from Fleet.",,2008-03-20 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-21 12:00:00 +0000,running,7242.048,2280.0,"Easy heath loop. Very windy, legs dead",,2008-03-21 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-05-13 13:00:00 +0100,running,8046.72,2580.0,Easy run - regent's park loop. Legs heavy,,2008-05-14 11:43:43 +0100,2008-09-24 11:25:41 +0100
2008-03-22 12:00:00 +0000,running,13840.3584,4500.0,"Long heath loop (Golders Hill Park, heath extension). Snow, sleet, hail, sun! Muddy underfoot and legs heavy.",,2008-03-22 00:00:00 +0000,2008-09-24 11:25:42 +0100
2008-03-22 12:00:00 +0000,cycling,9656.064,1800.0,Local,,2008-03-27 21:50:30 +0000,2008-09-24 11:25:42 +0100
2008-03-23 12:00:00 +0000,cycling,135184.896,20700.0,3 hills ride with 1 other serpie (Latvian called Frankie). Biblical weather! Snow showers and sleet. ,,2008-03-27 21:42:59 +0000,2008-09-24 11:25:42 +0100
2008-03-24 12:00:00 +0000,cycling,167371.7762,23400.0,"London Phoenix Cyclosportive (+ there and back). Snow showers, cold. Left knee sore from previous day.",,2008-03-27 21:31:42 +0000,2008-09-24 11:25:42 +0100
2008-03-25 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-27 21:35:12 +0000,2008-09-24 11:25:42 +0100
2008-03-26 12:00:00 +0000,swimming,1000.0,1200.0,"Pulled muscle or spasm in neck/shoulder, couldn't complete set",,2008-03-27 21:28:32 +0000,2008-09-24 11:25:42 +0100
2008-03-26 12:00:00 +0000,cycling,12874.752,240.0,Commute,,2008-03-30 17:42:29 +0100,2008-09-24 11:25:42 +0100
2008-03-27 12:00:00 +0000,running,17702.784,5130.0,"Evening run from UCL, 3 laps of Regent's Park. Comfortable pace. Calves & quads all sore towards the end (from cycling)",,2008-03-27 21:27:23 +0000,2008-09-24 11:25:42 +0100
2008-03-27 12:00:00 +0000,cycling,16093.44,3000.0,Commute,,2008-03-27 21:35:38 +0000,2008-09-24 11:25:42 +0100
2008-03-28 12:00:00 +0000,swimming,3000.0,3900.0,Constant pace swim,,2008-03-29 20:56:18 +0000,2008-09-24 11:25:42 +0100
2008-03-28 12:00:00 +0000,cycling,12874.752,2400.0,Commute,,2008-03-29 20:57:06 +0000,2008-09-24 11:25:42 +0100
2008-03-29 12:00:00 +0000,running,9656.064,3090.0,"Heath run, felt like absolute carp! Legs totally dead",,2008-03-29 21:07:20 +0000,2008-09-24 11:25:42 +0100
2008-03-29 12:00:00 +0000,cycling,56327.0401,10800.0,Ride to Borough Market & Kew Gardens with Dave & Ryan.,,2008-03-29 21:09:24 +0000,2008-09-24 11:25:42 +0100
2008-03-30 13:00:00 +0100,cycling,136794.2401,18600.0,"4 hills ride. Fast pace (the big boys!). Hills very tough, flats ok. Serveral stops for punctures and snapped chain!",,2008-03-30 16:44:03 +0100,2008-09-24 11:25:42 +0100
2008-03-31 13:00:00 +0100,running,8046.72,2400.0,Inner border of Regent's Park. Very muddy!,,2008-03-31 18:02:13 +0100,2008-09-24 11:25:42 +0100
2008-03-31 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-03-31 18:03:05 +0100,2008-09-24 11:25:42 +0100
2008-03-31 13:00:00 +0100,swimming,2000.0,2700.0,LUST session (easy),,2008-03-31 22:14:53 +0100,2008-09-24 11:25:42 +0100
2008-04-01 13:00:00 +0100,cycling,16093.44,3000.0,Commute,,2008-04-01 20:13:59 +0100,2008-09-24 11:25:42 +0100
2008-04-01 13:00:00 +0100,swimming,1800.0,3000.0,LUST session (easy),,2008-04-01 20:14:27 +0100,2008-09-24 11:25:42 +0100
2008-04-02 13:00:00 +0100,running,7242.048,1950.0,Heath loop (Tempo run),,2008-04-02 20:48:09 +0100,2008-09-24 11:25:42 +0100
2008-04-03 13:00:00 +0100,running,8046.72,2520.0,"Easy run, inner border of Regent's Park. Knot in right quad.",,2008-04-03 18:46:06 +0100,2008-09-24 11:25:42 +0100
2008-04-03 13:00:00 +0100,cycling,45061.632,7200.0,"Commute + riding around town (Victoria, Bethnal Green)",,2008-04-03 23:28:32 +0100,2008-09-24 11:25:42 +0100
2008-04-03 13:00:00 +0100,swimming,1200.0,1800.0,1/2 of a LUST session,,2008-04-03 23:29:10 +0100,2008-09-24 11:25:42 +0100
2008-04-04 13:00:00 +0100,running,8046.72,2370.0,Inner border of Regent's Park (easy),,2008-04-04 17:40:40 +0100,2008-09-24 11:25:42 +0100
2008-04-04 13:00:00 +0100,swimming,1000.0,1200.0,Quick swim,,2008-04-04 18:19:28 +0100,2008-09-24 11:25:42 +0100
2008-04-04 13:00:00 +0100,cycling,32186.88,6000.0,Bunch of random cycling round town,,2008-04-05 14:53:15 +0100,2008-09-24 11:25:42 +0100
2008-04-06 13:00:00 +0100,cycling,64373.7601,7200.0,Turbo session (due to snow!). Distance on clock = 51 miles. Big gear work,,2008-04-06 16:48:27 +0100,2008-09-24 11:25:42 +0100
2008-04-06 13:00:00 +0100,cycling,16093.44,3000.0,Local,,2008-04-07 10:14:23 +0100,2008-09-24 11:25:42 +0100
2008-04-07 13:00:00 +0100,running,8046.72,2220.0,Tempo run round regents park (pavement),,2008-04-07 20:23:14 +0100,2008-09-24 11:25:42 +0100
2008-04-07 13:00:00 +0100,swimming,1800.0,3000.0,LUST session (various),,2008-04-07 20:23:46 +0100,2008-09-24 11:25:42 +0100
2008-04-07 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-04-08 14:23:28 +0100,2008-09-24 11:25:42 +0100
2008-04-08 13:00:00 +0100,swimming,4000.0,6000.0,10x400 easy,,2008-04-08 22:23:11 +0100,2008-09-24 11:25:42 +0100
2008-04-08 13:00:00 +0100,cycling,22530.816,4200.0,Commute + local,,2008-04-08 22:24:05 +0100,2008-09-24 11:25:42 +0100
2008-04-09 13:00:00 +0100,running,17702.784,4800.0,"Serpie run (millenium, Chelsea bridge). Felt terrible at the start (nearly turned back), but then got into it. Felt good from miles 6-10, then was dying for the loo! Almost didn't make it......",,2008-04-10 08:57:22 +0100,2008-09-24 11:25:42 +0100
2008-04-09 13:00:00 +0100,cycling,19312.128,3600.0,Commute + local,,2008-04-10 08:58:01 +0100,2008-09-24 11:25:42 +0100
2008-04-10 13:00:00 +0100,swimming,2000.0,3300.0,LUST session (varied),,2008-04-11 13:00:20 +0100,2008-09-24 11:25:42 +0100
2008-04-10 13:00:00 +0100,cycling,16093.44,3000.0,Commute,,2008-04-12 08:58:49 +0100,2008-09-24 11:25:42 +0100
2008-04-11 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-04-11 13:01:02 +0100,2008-09-24 11:25:42 +0100
2008-04-12 13:00:00 +0100,cycling,112654.0801,14400.0,BUSA TTT (50k) + travel there & back. Went ok apart from a fall!,,2008-04-12 18:12:41 +0100,2008-09-24 11:25:42 +0100
2008-04-12 13:00:00 +0100,cycling,24140.16,3600.0,Cycle to JP's,,2008-04-13 17:23:08 +0100,2008-09-24 11:25:42 +0100
2008-04-13 13:00:00 +0100,cycling,24140.16,3600.0,Marathon watching,,2008-04-13 17:26:26 +0100,2008-09-24 11:25:42 +0100
2008-04-15 13:00:00 +0100,cycling,16093.44,3600.0,Commute,,2008-04-16 10:58:25 +0100,2008-09-24 11:25:42 +0100
2008-04-16 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-04-17 09:57:46 +0100,2008-09-24 11:25:42 +0100
2008-04-17 13:00:00 +0100,cycling,22530.816,4200.0,Commute + local,,2008-04-18 18:24:31 +0100,2008-09-24 11:25:42 +0100
2008-04-17 13:00:00 +0100,swimming,5000.0,6900.0,Swimathon. Felt fine apart from hints of cramps. Actual distance 5.25k due to miscounting,Swimathon,2008-04-18 18:27:06 +0100,2008-09-24 11:25:42 +0100
2008-04-18 13:00:00 +0100,running,8046.72,2700.0,"Regents Park inner border. Cold, wet. First run since cycle accident. Hip sore, legs dead from swimathon.",,2008-04-18 18:25:58 +0100,2008-09-24 11:25:42 +0100
2008-04-18 13:00:00 +0100,swimming,500.0,900.0,Quick swim,,2008-04-18 23:59:14 +0100,2008-09-24 11:25:42 +0100
2008-04-19 13:00:00 +0100,running,16093.44,5400.0,"Long slow run round heath + extension. Left hamstring tight, right hip still slightly sore. Rib at back right sore afterwards",,2008-04-19 13:02:20 +0100,2008-09-24 11:25:42 +0100
2008-04-20 13:00:00 +0100,cycling,152887.6802,21600.0,"6 hills serpie ride (with the big boys!). Hills were killers, and struggled to hold to group on some of the bits in between too. Good effort though",,2008-04-20 17:16:44 +0100,2008-09-24 11:25:42 +0100
2008-04-21 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-04-22 11:16:47 +0100,2008-09-24 11:25:42 +0100
2008-04-21 13:00:00 +0100,running,8046.72,2520.0,Inner border of Regents Park. Heavy legs,,2008-04-22 11:17:20 +0100,2008-09-24 11:25:42 +0100
2008-04-21 13:00:00 +0100,swimming,1800.0,2700.0,LUST session (mixed),,2008-04-22 11:17:51 +0100,2008-09-24 11:25:42 +0100
2008-04-22 13:00:00 +0100,running,8046.72,2640.0,Inner border regents park. Couldn't have gone much slower....,,2008-04-22 16:44:44 +0100,2008-09-24 11:25:42 +0100
2008-04-22 13:00:00 +0100,swimming,1600.0,2700.0,LUST session - zero energy,,2008-04-23 10:49:24 +0100,2008-09-24 11:25:42 +0100
2008-04-22 13:00:00 +0100,cycling,16093.44,3000.0,Commute,,2008-04-23 10:50:07 +0100,2008-09-24 11:25:42 +0100
2008-04-23 13:00:00 +0100,cycling,35405.568,6600.0,Commute + 4 laps of regents park + 2 reps of Highgate hill. Lovely evening,,2008-04-24 11:46:35 +0100,2008-09-24 11:25:42 +0100
2008-04-24 13:00:00 +0100,cycling,28968.192,5400.0,Commute + local,,2008-04-25 11:14:04 +0100,2008-09-24 11:25:42 +0100
2008-04-25 13:00:00 +0100,running,18105.12,5700.0,"Long easy run (IM pace). Regent's Park, Primrose Hill, & canal towpath to Islington Tunnel & back.",,2008-04-25 15:47:23 +0100,2008-09-24 11:25:42 +0100
2008-04-25 13:00:00 +0100,swimming,4000.0,4860.0,"4 x 1k IM pace. Splits 21,20,19,21",,2008-04-25 19:13:38 +0100,2008-09-24 11:25:41 +0100
2008-04-25 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-04-26 19:10:57 +0100,2008-09-24 11:25:41 +0100
2008-04-26 13:00:00 +0100,running,7242.048,1980.0,Heath loop. Felt good but time slower than expected.,,2008-04-26 14:57:13 +0100,2008-09-24 11:25:41 +0100
2008-04-26 13:00:00 +0100,cycling,27358.848,4500.0,Local + cycle from Andy R's home,,2008-04-27 19:24:59 +0100,2008-09-24 11:25:41 +0100
2008-04-26 13:00:00 +0100,swimming,400.0,900.0,Quick swim in Ponds with wetsuit. Flipping cold!,,2008-04-27 19:25:56 +0100,2008-09-24 11:25:41 +0100
2008-04-27 13:00:00 +0100,cycling,185879.2322,24600.0,Cycle to Cambrdige & back with Hoi & Jon. Return leg tough due to constant headwind. Mostly good weather,,2008-04-27 19:27:40 +0100,2008-09-24 11:25:41 +0100
2008-04-27 13:00:00 +0100,running,7242.048,2400.0,Post ride run (heath loop). Actually felt fine. Slight tightness around glutes/hams.,,2008-04-27 19:28:26 +0100,2008-09-24 11:25:41 +0100
2008-04-28 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-04-29 23:03:23 +0100,2008-09-24 11:25:41 +0100
2008-04-29 13:00:00 +0100,cycling,22530.816,4200.0,Commute + local,,2008-04-29 23:04:07 +0100,2008-09-24 11:25:41 +0100
2008-04-29 13:00:00 +0100,swimming,2000.0,2700.0,"2 x 1k. First k flat out (20:40), 2nd k easy (22:30). RPE 9/6.",,2008-04-29 23:05:25 +0100,2008-09-24 11:25:41 +0100
2008-04-30 13:00:00 +0100,cycling,19312.128,3600.0,Commute + local,,2008-04-30 23:44:51 +0100,2008-09-24 11:25:41 +0100
2008-04-30 13:00:00 +0100,swimming,800.0,1200.0,Quick drill session,,2008-04-30 23:45:23 +0100,2008-09-24 11:25:41 +0100
2008-04-30 13:00:00 +0100,running,21726.144,6300.0,"Serpie Heath run (long intervals). Felt good up to 1 hr, then stomach cramps and needed loo!",,2008-04-30 23:46:35 +0100,2008-09-24 11:25:41 +0100
2008-05-01 13:00:00 +0100,swimming,2200.0,3600.0,LUST session. Felt strong,,2008-05-02 10:28:47 +0100,2008-09-24 11:25:41 +0100
2008-05-01 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-05-02 10:29:47 +0100,2008-09-24 11:25:41 +0100
2008-05-02 13:00:00 +0100,cycling,22530.816,4800.0,Commute + local,,2008-05-03 22:41:26 +0100,2008-09-24 11:25:41 +0100
2008-05-02 13:00:00 +0100,cycling,45061.632,4920.0,"10 laps of regents park.
8:51, 8:36, 8:37, 8:20, 8:20, 8:11, 8:13, 7:36, 7:10, 8:12",,2008-05-03 22:44:18 +0100,2008-09-24 11:25:41 +0100
2008-05-03 13:00:00 +0100,running,1609.344,540.0,Gave up on this run - legs too tired!,,2008-05-03 22:47:54 +0100,2008-09-24 11:25:41 +0100
2008-05-04 13:00:00 +0100,swimming,750.0,840.0,BUSA tri swim (time approx). Breathing right side only - caused side strain?,,2008-05-05 12:42:56 +0100,2008-09-24 11:25:41 +0100
2008-05-04 13:00:00 +0100,cycling,25000.0,2640.0,"BUSA tri cycle (own timing). Felt strong, but not confident in turns due to greasy roads",,2008-05-05 12:43:57 +0100,2008-09-24 11:25:41 +0100
2008-05-04 13:00:00 +0100,running,5000.0,1260.0,BUSA tri run. Approx time. Cruising pace - could push due to pain in rib.,,2008-05-05 12:44:53 +0100,2008-09-24 11:25:41 +0100
2008-05-05 13:00:00 +0100,cycling,75639.1681,9000.0,"Cycle to Richmond park 3 laps, and back. Splits:
19:50, 19:57, 19:49 = 59:36",,2008-05-05 12:47:26 +0100,2008-09-24 11:25:41 +0100
2008-05-06 13:00:00 +0100,swimming,800.0,2700.0,LUST session. Pain in lower right rib prevented proper swimming. Also tight right calf.,,2008-05-06 20:11:24 +0100,2008-09-24 11:25:41 +0100
2008-05-06 13:00:00 +0100,cycling,12874.752,2400.0,Calf strain really bad on the way home. Not sure what caused it.,,2008-05-07 09:58:52 +0100,2008-09-24 11:25:41 +0100
2008-05-07 13:00:00 +0100,cycling,12874.752,2400.0,Commute. Calf still very painful!,,2008-05-08 14:16:02 +0100,2008-09-24 11:25:41 +0100
2008-05-08 13:00:00 +0100,swimming,1600.0,2700.0,LUST session. Had to go super-easy due to rib pain and calf pain. Grrrr,,2008-05-08 20:23:39 +0100,2008-09-24 11:25:41 +0100
2008-05-09 13:00:00 +0100,cycling,77248.5121,10800.0,"Commute + cycle to Richmond + 3 lap time trial. Splits: 18:30, 18:50, 18:46 = 56:06. Calf felt ok",,2008-05-09 22:47:20 +0100,2008-09-24 11:25:41 +0100
2008-05-09 13:00:00 +0100,running,2414.016,720.0,Quick run after time trial,,2008-05-09 22:49:26 +0100,2008-09-24 11:25:41 +0100
2008-05-10 13:00:00 +0100,swimming,1900.0,2400.0,Open water swim at Heron Lake,,2008-05-10 09:48:48 +0100,2008-09-24 11:25:41 +0100
2008-05-11 13:00:00 +0100,cycling,131966.2081,17520.0,"3 hills with hoi. Averaged 18+ park to park, 30 minutes rest at box hill. Very hot!",,2008-05-11 17:54:10 +0100,2008-09-24 11:25:41 +0100
2008-05-11 13:00:00 +0100,running,11265.408,3600.0,"Run off bike. Felt strong to begin with, faded towards then end but then it was about 26 degrees! Jumped in the pond to cool down!",,2008-05-11 17:55:11 +0100,2008-09-24 11:25:41 +0100
2008-05-12 13:00:00 +0100,cycling,22530.816,3600.0,Commute + local,,2008-05-13 09:27:59 +0100,2008-09-24 11:25:41 +0100
2008-05-13 13:00:00 +0100,swimming,2000.0,3600.0,LUST session 10x100 as main set. Rib felt sore during main set and afterwards,,2008-05-14 11:44:30 +0100,2008-09-24 11:25:41 +0100
2008-05-13 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-05-14 11:45:16 +0100,2008-09-24 11:25:41 +0100
2008-05-14 13:00:00 +0100,running,24140.16,7500.0,"Serpie run on heath. Rib sore for first 45 mins so dropped off the group and ran at my own pace . Legs felt ok. Back went ""ping"" whilst stretching!!",,2008-05-15 10:53:13 +0100,2008-09-24 11:25:41 +0100
2008-05-14 13:00:00 +0100,cycling,19312.128,3600.0,Commute + local,,2008-05-15 10:58:38 +0100,2008-09-24 11:25:41 +0100
2008-05-16 13:00:00 +0100,cycling,16093.44,3000.0,Commute. Back/rib pain - legs felt great though!,,2008-05-17 11:44:41 +0100,2008-09-24 11:25:41 +0100
2008-05-17 13:00:00 +0100,running,7242.048,2070.0,Heath loop (tempo). Expected to feel like crap but felt surprisingly good! Rib/back both fine... touch wood,,2008-05-17 12:52:13 +0100,2008-09-24 11:25:41 +0100
2008-05-18 13:00:00 +0100,cycling,126494.4385,16800.0,Windsor ride with Hoi. Felt much better on the way back.,,2008-05-18 14:08:29 +0100,2008-09-24 11:25:41 +0100
2008-05-19 13:00:00 +0100,running,8046.72,2400.0,"Regents Park loop, steady",,2008-05-19 19:03:38 +0100,2008-09-24 11:25:41 +0100
2008-05-19 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-05-20 11:05:02 +0100,2008-09-24 11:25:41 +0100
2008-05-20 13:00:00 +0100,running,16898.112,5280.0,2 laps regents park + primrose hill. Legs felt heavy,,2008-05-21 11:54:43 +0100,2008-09-24 11:25:41 +0100
2008-05-20 13:00:00 +0100,swimming,1600.0,3000.0,LUST session - took it easy,,2008-05-21 12:02:39 +0100,2008-09-24 11:25:41 +0100
2008-05-20 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-05-21 12:03:26 +0100,2008-09-24 11:25:41 +0100
2008-05-21 13:00:00 +0100,cycling,12874.752,1800.0,Commute,,2008-05-21 23:00:02 +0100,2008-09-24 11:25:41 +0100
2008-05-22 13:00:00 +0100,running,7242.048,2160.0,Heath loop before breakfast,,2008-05-22 10:59:27 +0100,2008-09-24 11:25:41 +0100
2008-05-22 13:00:00 +0100,swimming,1000.0,1500.0,"LUST session (1/2, easy)",,2008-05-22 19:44:26 +0100,2008-09-24 11:25:41 +0100
2008-05-22 13:00:00 +0100,running,8046.72,2520.0,Regent's Park loop easy,,2008-05-22 19:45:04 +0100,2008-09-24 11:25:41 +0100
2008-05-22 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-05-23 00:35:25 +0100,2008-09-24 11:25:41 +0100
2008-05-24 13:00:00 +0100,cycling,152887.6802,21600.0,"Tour of Wessex Day 1. Felt terrible for most of the ride, had a fall in cheddar gorge.",,2008-05-27 10:10:34 +0100,2008-09-24 11:25:41 +0100
2008-05-25 13:00:00 +0100,cycling,168981.1202,25200.0,"Tour of Wessex Day 2. Windy and hilly! Felt sore from fall, plus back pain. Legs felt ok though",,2008-05-27 10:12:06 +0100,2008-09-24 11:25:41 +0100
2008-05-26 13:00:00 +0100,cycling,151278.3362,24300.0,"Tour of Wessex Day 3. Shortened route due to horrendous weather. Pretty miserable day, plus some tough climbs. Felt pretty strong most of the way through though.",,2008-05-27 10:13:28 +0100,2008-09-24 11:25:41 +0100
2008-06-05 13:00:00 +0100,swimming,2000.0,3300.0,LUST session - 5x400 moderate,,2008-06-05 23:14:38 +0100,2008-09-24 11:25:41 +0100
2008-06-05 13:00:00 +0100,running,7563.9168,2385.0,Run home from UCL over primrose hill,,2008-06-05 23:15:20 +0100,2008-09-24 11:25:41 +0100
2008-06-06 13:00:00 +0100,cycling,56327.0401,9000.0,"Commute + cycle to Richmon Park + 1 lap. Weather not wonderful, taking it easy before weymouth",,2008-06-06 22:22:53 +0100,2008-09-24 11:25:41 +0100
2008-06-06 13:00:00 +0100,running,2414.016,720.0,Short run off bike in Richmond Park,,2008-06-06 22:23:38 +0100,2008-09-24 11:25:41 +0100
2008-06-08 13:00:00 +0100,swimming,1900.0,2659.0,"Weymouth middle swim leg. Sea swim - first half went quickly, 2nd half very slow - possibly currents? Everyone's times were slow, so possibly over distance",,2008-06-09 11:20:16 +0100,2008-09-24 11:25:41 +0100
2008-06-08 13:00:00 +0100,cycling,86904.5761,9171.0,"Weymouth middle bike split. Felt strong on the bike, tried to take the hills easy. 69th best time of the day",,2008-06-09 11:21:44 +0100,2008-09-24 11:25:41 +0100
2008-06-08 13:00:00 +0100,running,21082.4064,6026.0,"Weymouth middle run. Felt strong first half, but the heat took it's toll and I slowed up. Possibly slightly under distance?",,2008-06-09 11:23:05 +0100,2008-09-24 11:25:41 +0100
2008-06-09 13:00:00 +0100,swimming,800.0,900.0,Quick dip in the ponds,,2008-06-10 13:33:46 +0100,2008-09-24 11:25:41 +0100
2008-06-10 13:00:00 +0100,swimming,1000.0,1500.0,Quick swim,,2008-06-10 13:34:54 +0100,2008-09-24 11:25:41 +0100
2008-06-10 13:00:00 +0100,swimming,1600.0,2700.0,LUST session - sprint sets. Felt v. tired!,,2008-06-10 20:17:17 +0100,2008-09-24 11:25:41 +0100
2008-06-10 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-06-10 22:50:12 +0100,2008-09-24 11:25:41 +0100
2008-06-11 13:00:00 +0100,running,12874.752,3900.0,"2 laps of regent's park, fairly easy. Still a bit sore from weymouth. Did last 2 miles fast",,2008-06-11 18:41:53 +0100,2008-09-24 11:25:41 +0100
2008-06-11 13:00:00 +0100,cycling,12874.752,2400.0,Commute,,2008-06-12 11:37:58 +0100,2008-09-24 11:25:41 +0100
2008-06-12 13:00:00 +0100,running,8046.72,2580.0,Regent's Park loop (easy),,2008-06-12 20:44:15 +0100,2008-09-24 11:25:41 +0100
2008-06-12 13:00:00 +0100,swimming,2800.0,3300.0,"LUST session, although just did 2.8k continuous",,2008-06-12 20:45:12 +0100,2008-09-24 11:25:41 +0100
2008-06-12 13:00:00 +0100,cycling,19312.128,3000.0,Commute + local,,2008-06-13 09:57:49 +0100,2008-09-24 11:25:41 +0100
